local_time,arrival_time_monotonic,timestamp_ms,role,role_label,mac_address,foot_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
2026-04-02 13:03:44.672,1963.678894355,1775106224672,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2304,0,0,0,0,0,2569,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:44.703,1963.709340692,1775106224703,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2260,0,0,0,0,0,2503,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:44.794,1963.80011657,1775106224794,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2122,0,0,0,0,0,2426,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:44.824,1963.830306103,1775106224824,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2037,0,0,0,0,0,2410,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:44.884,1963.890443425,1775106224884,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,4479,515,0,0,0,0,4946,527,0,0,0,0,0,0,0,0
2026-04-02 13:03:44.913,1963.919245515,1775106224913,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,8390,2954,0,0,0,0,9274,3370,0,0,0,0,126,0,0,0
2026-04-02 13:03:44.973,1963.979525821,1775106224973,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,9000,4309,0,0,0,0,9775,4522,297,0,0,0,871,0,0,0
2026-04-02 13:03:45.034,1964.040279664,1775106225034,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,7857,3875,0,0,0,0,8516,4163,909,558,367,0,1380,351,339,0
2026-04-02 13:03:45.093,1964.099257338,1775106225093,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,7184,3461,0,0,128,0,7939,3888,1206,985,1030,0,1890,805,781,0
2026-04-02 13:03:45.123,1964.129297556,1775106225123,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,6342,2989,0,0,832,0,6856,3193,1406,1421,1684,0,1962,1206,1194,0
2026-04-02 13:03:45.183,1964.189336387,1775106225183,right_insole,右鞋垫,FF:25:02:05:18:F3,2,42,0,5190,2182,0,0,1238,0,5510,2288,1365,1827,2390,0,2040,1534,1724,0
2026-04-02 13:03:45.243,1964.249474133,1775106225243,right_insole,右鞋垫,FF:25:02:05:18:F3,2,699,0,4494,1561,0,128,1709,60,4687,1497,1298,2099,2842,0,1830,1576,1969,0
2026-04-02 13:03:45.273,1964.279336575,1775106225273,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1197,137,3966,1045,0,372,2122,250,4041,731,1043,2188,3305,0,1434,1549,2325,0
2026-04-02 13:03:45.333,1964.33933085,1775106225333,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1454,504,3589,620,0,313,2346,540,3554,244,747,2172,3625,0,1238,1557,2589,0
2026-04-02 13:03:45.423,1964.429316604,1775106225423,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1874,1644,3110,27,0,321,2896,1401,3089,0,277,2073,4411,0,745,1359,3108,0
2026-04-02 13:03:45.453,1964.459337986,1775106225453,right_insole,右鞋垫,FF:25:02:05:18:F3,2,2475,3203,2705,0,0,0,3530,2360,2777,0,0,1130,5069,0,76,756,3406,101
2026-04-02 13:03:45.513,1964.519339174,1775106225513,right_insole,右鞋垫,FF:25:02:05:18:F3,2,2350,4535,2257,0,0,0,3294,3478,2589,0,0,0,4270,290,0,0,2823,162
2026-04-02 13:03:45.546,1964.552468677,1775106225546,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1524,3841,2083,0,0,0,1969,3171,2440,0,0,0,2727,0,0,0,1886,0
2026-04-02 13:03:45.603,1964.609292645,1775106225603,right_insole,右鞋垫,FF:25:02:05:18:F3,2,862,1794,1874,0,0,0,1106,1898,2269,0,0,0,1917,0,0,0,1149,0
2026-04-02 13:03:45.693,1964.699451485,1775106225693,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,1866,0,0,0,0,11,2136,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.693,1964.699528834,1775106225693,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2167,0,0,0,0,0,2377,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.754,1964.760885808,1775106225754,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2223,0,0,0,0,0,2387,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.813,1964.819555167,1775106225813,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2215,0,0,0,0,0,2421,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.844,1964.850277746,1775106225844,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2244,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.903,1964.909564117,1775106225903,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2257,0,0,0,0,0,2493,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:45.963,1964.9693191,1775106225963,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2240,0,0,0,0,0,2506,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:46.023,1965.029556088,1775106226023,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2126,0,0,0,0,0,2366,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:46.053,1965.05947161,1775106226053,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2016,0,0,0,0,0,2345,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:46.143,1965.149570773,1775106226143,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2932,105,0,0,0,0,3734,0,0,0,0,0,0,0,0,0
2026-04-02 13:03:46.173,1965.179542113,1775106226173,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,6380,1405,0,0,0,0,6626,1289,0,0,0,0,0,0,0,0
2026-04-02 13:03:46.233,1965.23946248,1775106226233,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,8645,3761,0,0,0,0,9388,3984,0,0,0,0,476,0,0,0
2026-04-02 13:03:46.263,1965.269512812,1775106226263,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,8398,4216,0,0,0,0,8981,4277,615,146,0,0,1248,223,140,0
2026-04-02 13:03:46.323,1965.329559952,1775106226323,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,7110,3637,0,0,868,0,7503,3805,1415,1207,1741,0,1998,997,1146,0
2026-04-02 13:03:46.383,1965.38930483,1775106226383,right_insole,右鞋垫,FF:25:02:05:18:F3,2,153,0,6330,3253,0,0,1371,0,6875,3431,1671,1656,2178,0,2043,1263,1565,0
2026-04-02 13:03:46.443,1965.449409085,1775106226443,right_insole,右鞋垫,FF:25:02:05:18:F3,2,763,0,5335,2545,0,19,1782,0,5893,2486,1473,1914,2619,0,1860,1292,1745,0
2026-04-02 13:03:46.503,1965.509410364,1775106226503,right_insole,右鞋垫,FF:25:02:05:18:F3,2,953,0,4899,2068,0,76,2013,0,5220,2022,1299,2022,2819,0,1916,1433,1929,0
2026-04-02 13:03:46.533,1965.539302169,1775106226533,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1009,0,4501,1727,0,170,2151,88,4676,1517,1272,2210,3291,0,1850,1657,2326,0
2026-04-02 13:03:46.593,1965.599569599,1775106226593,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1438,0,4182,1350,0,447,2582,324,4302,1182,1372,2626,4039,0,2017,1887,2855,0
2026-04-02 13:03:46.623,1965.629532881,1775106226623,right_insole,右鞋垫,FF:25:02:05:18:F3,2,1939,0,3576,678,0,678,3344,705,3489,310,1036,2908,4926,0,1527,1949,3531,129
2026-04-02 13:03:46.683,1965.689557546,1775106226683,right_insole,右鞋垫,FF:25:02:05:18:F3,2,2584,234,3246,74,0,692,4262,1392,3051,0,446,2589,5773,259,846,1511,3822,298
2026-04-02 13:03:46.743,1965.749514325,1775106226743,right_insole,右鞋垫,FF:25:02:05:18:F3,2,3382,1300,2674,0,0,0,4639,2324,2861,0,0,655,5843,766,0,180,3680,471
2026-04-02 13:03:46.803,1965.809494112,1775106226803,right_insole,右鞋垫,FF:25:02:05:18:F3,2,2548,2031,2280,0,0,0,3014,2731,2534,0,0,0,3783,258,0,0,2201,0
