local_time,arrival_time_monotonic,timestamp_ms,role,role_label,mac_address,foot_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
2026-04-02 12:56:39.220,1540.226052339,1775105799220,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2615,145,0,0,0,0,3647,0,0,0
2026-04-02 12:56:39.280,1540.285229049,1775105799280,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2605,145,0,0,0,0,3658,0,0,0
2026-04-02 12:56:39.340,1540.3453045,1775105799340,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1843,0,0,0,0,0,2617,145,0,0,0,0,3658,0,0,0
2026-04-02 12:56:39.370,1540.37529903,1775105799370,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2617,157,0,0,0,0,3643,0,0,0
2026-04-02 12:56:39.430,1540.435317102,1775105799430,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2617,157,0,0,0,0,3647,0,0,0
2026-04-02 12:56:39.490,1540.495131652,1775105799490,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1843,0,0,0,0,0,2617,157,0,0,0,0,3647,0,0,0
2026-04-02 12:56:39.550,1540.555197473,1775105799550,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1840,0,0,0,0,0,2594,157,0,0,0,0,3647,0,0,0
2026-04-02 12:56:39.581,1540.586163562,1775105799581,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1841,0,0,0,0,0,2617,157,0,0,0,0,3648,0,0,0
2026-04-02 12:56:39.641,1540.646132933,1775105799641,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1841,0,0,0,0,0,2617,145,0,0,0,0,3647,0,0,0
2026-04-02 12:56:39.700,1540.705174382,1775105799700,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1841,0,0,0,0,0,2605,157,0,0,0,0,3670,0,0,0
2026-04-02 12:56:39.761,1540.766163553,1775105799761,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1841,0,0,0,0,0,2605,157,0,0,0,0,3670,0,0,0
2026-04-02 12:56:39.790,1540.795362958,1775105799790,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2617,157,0,0,0,0,3660,0,0,0
2026-04-02 12:56:39.850,1540.855153369,1775105799850,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2605,157,0,0,0,0,3658,0,0,0
2026-04-02 12:56:39.910,1540.915390833,1775105799910,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2618,158,0,0,0,0,3674,0,0,0
2026-04-02 12:56:39.940,1540.945891148,1775105799940,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2607,158,0,0,0,0,3674,0,0,0
2026-04-02 12:56:40.000,1541.005266015,1775105800000,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1843,0,0,0,0,0,2602,144,0,0,0,0,3662,0,0,0
2026-04-02 12:56:40.061,1541.066222353,1775105800061,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1843,0,0,0,0,0,2614,144,0,0,0,0,3658,0,0,0
2026-04-02 12:56:40.120,1541.125194652,1775105800120,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2615,145,0,0,0,0,3674,0,0,0
2026-04-02 12:56:40.150,1541.155145853,1775105800150,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2618,146,0,0,0,0,3674,0,0,0
2026-04-02 12:56:40.210,1541.215420122,1775105800210,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2620,159,0,0,0,0,3674,0,0,0
2026-04-02 12:56:40.270,1541.275217928,1775105800270,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2620,147,0,0,0,0,3676,0,0,0
2026-04-02 12:56:40.330,1541.335303848,1775105800330,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2620,147,0,0,0,0,3662,0,0,0
2026-04-02 12:56:40.360,1541.365380386,1775105800360,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2620,147,0,0,0,0,3662,0,0,0
2026-04-02 12:56:40.420,1541.425307297,1775105800420,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2621,148,0,0,0,0,3662,0,0,0
2026-04-02 12:56:40.480,1541.48525565,1775105800480,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2620,159,0,0,0,0,3617,0,0,0
2026-04-02 12:56:40.540,1541.545260578,1775105800540,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2620,147,0,0,0,0,3662,0,0,0
2026-04-02 12:56:40.570,1541.575338347,1775105800570,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1833,0,0,0,0,0,2618,146,0,0,0,0,3664,0,0,0
2026-04-02 12:56:40.630,1541.635315596,1775105800630,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2620,147,0,0,0,0,3676,0,0,0
2026-04-02 12:56:40.690,1541.69522681,1775105800690,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1846,0,0,0,0,0,2620,147,0,0,0,0,3664,0,0,0
2026-04-02 12:56:40.720,1541.725198838,1775105800720,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1842,0,0,0,0,0,2620,147,0,0,0,0,3664,0,0,0
2026-04-02 12:56:40.780,1541.785207853,1775105800780,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1830,0,0,0,0,0,2620,147,0,0,0,0,3588,0,0,0
2026-04-02 12:56:40.840,1541.845095886,1775105800840,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1831,0,0,0,0,0,2610,148,0,0,0,0,3613,0,0,0
2026-04-02 12:56:40.900,1541.905311129,1775105800900,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1831,0,0,0,0,0,2608,147,0,0,0,0,3650,0,0,0
2026-04-02 12:56:40.960,1541.965199236,1775105800960,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1841,0,0,0,0,0,2621,159,0,0,0,0,3648,0,0,0
2026-04-02 12:56:40.993,1541.998274846,1775105800993,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2608,147,0,0,0,0,3638,0,0,0
2026-04-02 12:56:41.050,1542.055265058,1775105801050,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1845,0,0,0,0,0,2620,147,0,0,0,0,3650,0,0,0
2026-04-02 12:56:41.110,1542.115348403,1775105801110,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2608,147,0,0,0,0,3650,0,0,0
2026-04-02 12:56:41.140,1542.1454889,1775105801140,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2604,145,0,0,0,0,3637,0,0,0
2026-04-02 12:56:41.200,1542.20540789,1775105801200,left_insole,左鞋垫,FF:25:02:05:1A:4B,1,0,0,1832,0,0,0,0,0,2604,156,0,0,0,0,3650,0,0,0
