local_time,arrival_time_monotonic,timestamp_ms,role,role_label,mac_address,foot_id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
2026-04-02 12:56:39.675,1540.680333936,1775105799675,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2847,74,0,0,0,0,3141,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.735,1540.740247869,1775105799735,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2834,74,0,0,0,0,3176,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.765,1540.77015893,1775105799765,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2845,74,0,0,0,0,3176,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.826,1540.831265649,1775105799826,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2847,74,0,0,0,0,3176,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.915,1540.920327794,1775105799915,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2847,86,0,0,0,0,3178,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.915,1540.920424904,1775105799915,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2847,74,0,0,0,0,3178,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:39.976,1540.981213681,1775105799976,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2841,71,0,0,0,0,3164,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.035,1541.040489417,1775105800035,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2847,63,0,0,0,0,3178,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.095,1541.100363113,1775105800095,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2834,62,0,0,0,0,3176,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.125,1541.130311045,1775105800125,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2835,74,0,0,0,0,3176,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.185,1541.190169923,1775105800185,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2835,74,0,0,0,0,3178,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.245,1541.250556793,1775105800245,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2849,75,0,0,0,0,3178,0,0,0,0,0,0,0,0,0
2026-04-02 12:56:40.305,1541.31026368,1775105800305,right_insole,右鞋垫,FF:25:02:05:18:F3,2,0,0,2849,75,0,0,0,0,3191,0,0,0,0,0,0,0,0,0
