timestamp_us,phase_onnx,raw_phase_onnx,stride_rate_hz_onnx,cos_value_onnx,sin_value_onnx,total_predictions_onnx,phase_keras,raw_phase_keras,stride_rate_hz_keras,cos_value_keras,sin_value_keras,total_predictions_keras,phase_error_cycle,phase_error_percent,phase_abs_error_percent
207704852,0.6367349534665994,0.6367349534665994,0.4260430037975311,-0.354993611574173,-0.4116209745407104,1,0.6367349892346854,0.6367349892346854,0.4260430335998535,-0.35499337315559387,-0.4116208851337433,1,3.576808604854875e-08,3.5768086048548753e-06,3.5768086048548753e-06
207738186,0.6509354878897917,0.6367267603694686,0.4260160326957702,-0.3546928763389587,-0.4112294614315033,2,0.6509355236578778,0.6367267273001679,0.42601603269577026,-0.3546930253505707,-0.4112294614315033,2,3.576808604854875e-08,3.5768086048548753e-06,3.5768086048548753e-06
207771520,0.6651318499878498,0.6366153527704659,0.4258908629417419,-0.355157732963562,-0.4111860990524292,3,0.6651318857559358,0.6366153026185433,0.42589086294174194,-0.35515788197517395,-0.41118600964546204,3,3.576808604854875e-08,3.5768086048548753e-06,3.5768086048548753e-06
207804854,0.6793300250605198,0.6364643161929326,0.4259452521800995,-0.3553123772144317,-0.4105768501758575,4,0.6793300628154273,0.6364643795808498,0.42594531178474426,-0.35531216859817505,-0.4105769395828247,4,3.775490753366029e-08,3.7754907533660287e-06,3.7754907533660287e-06
207838188,0.6935296683942727,0.6365985325203445,0.4259893000125885,-0.3548357486724853,-0.4107255637645721,5,0.6935297061491802,0.6365984898302974,0.4259893000125885,-0.3548358380794525,-0.4107254445552826,5,3.775490753366029e-08,3.7754907533660287e-06,3.7754907533660287e-06
207871522,0.7077250182067802,0.6364491871874802,0.4258604943752289,-0.3554074168205261,-0.4106077849864959,6,0.7077250559616878,0.6364492259233299,0.4258604943752289,-0.3554072678089142,-0.41060781478881836,6,3.775490753366029e-08,3.7754907533660287e-06,3.7754907533660287e-06
207904856,0.7219159880713076,0.6363297512502861,0.4257290959358215,-0.3556638658046722,-0.4102814495563507,7,0.7219160238393937,0.6363298392653626,0.42572903633117676,-0.35566359758377075,-0.41028159856796265,7,3.576808604854875e-08,3.5768086048548753e-06,3.5768086048548753e-06
207938190,0.7361081023450147,0.6363850927325252,0.4257634282112121,-0.3554978966712951,-0.4103782176971435,8,0.7361081361262792,0.6363850751506996,0.4257633686065674,-0.35549771785736084,-0.4103779196739197,8,3.378126456343722e-08,3.378126456343722e-06,3.378126456343722e-06
207971524,0.7502947558398496,0.6363122469275451,0.425599604845047,-0.3555565178394317,-0.4100664854049682,9,0.7502947886277034,0.6363121984936165,0.4255995750427246,-0.3555566072463989,-0.4100663363933563,9,3.27878537653703e-08,3.27878537653703e-06,3.27878537653703e-06
208004858,0.7644845991765907,0.636190401744126,0.4256953001022339,-0.3558241724967956,-0.4097409844398498,10,0.7644846359380875,0.6361903225528037,0.42569541931152344,-0.3558245301246643,-0.40974098443984985,10,3.676149673559337e-08,3.676149673559337e-06,3.676149673559337e-06
208038192,0.7786695420181206,0.6361449829541121,0.4255482852458954,-0.3558361530303955,-0.4095186591148376,11,0.7786695777862066,0.6361450027528831,0.425548255443573,-0.35583606362342834,-0.40951865911483765,11,3.576808604854875e-08,3.5768086048548753e-06,3.5768086048548753e-06
208071526,0.7928564647272677,0.6360644937450264,0.425607681274414,-0.3560350239276886,-0.4093292355537414,12,0.7928565044689967,0.636064455881789,0.4256078004837036,-0.35603514313697815,-0.4093291759490967,12,3.974172901877182e-08,3.974172901877182e-06,3.974172901877182e-06
208104860,0.8070419261292071,0.6358999782093946,0.4255638420581817,-0.3562218844890594,-0.4086901545524597,13,0.8070419698445791,0.6358999996886432,0.4255639612674713,-0.3562217354774475,-0.40869009494781494,13,4.371537198899489e-08,4.371537198899489e-06,4.371537198899489e-06
208138194,0.8212256361480008,0.6359042404682149,0.4255113005638122,-0.3562159240245819,-0.4087054133415222,14,0.8212256838370158,0.6359042174749909,0.4255114197731018,-0.3562159240245819,-0.40870529413223267,14,4.768901495921796e-08,4.768901495921796e-06,4.768901495921796e-06
208171528,0.8354066301818143,0.6359499245002328,0.4254298210144043,-0.356133371591568,-0.4088475704193115,15,0.83540667886424,0.6359498949204865,0.4254298508167267,-0.3561334013938904,-0.408847451210022,15,4.8682425757284875e-08,4.8682425757284875e-06,4.8682425757284875e-06
208204862,0.8495854883825233,0.6358324780681883,0.4253657460212707,-0.3564545810222626,-0.4086071252822876,16,0.8495855350781275,0.6358325125705819,0.425365686416626,-0.3564545810222626,-0.4086073040962219,16,4.669560416115104e-08,4.669560416115104e-06,4.669560416115104e-06
208238196,0.8637653529083184,0.6357916228930867,0.4253959357738495,-0.356644719839096,-0.4086132943630218,17,0.8637653986105117,0.6357916104386393,0.4253959059715271,-0.35664495825767517,-0.40861350297927856,17,4.570219336308412e-08,4.570219336308412e-06,4.570219336308412e-06
208271530,0.877939150674686,0.6357440706245685,0.4252139329910278,-0.3566617965698242,-0.4083864986896515,18,0.8779391963768793,0.6357439941485614,0.42521393299102783,-0.356661856174469,-0.4083861708641052,18,4.570219336308412e-08,4.570219336308412e-06,4.570219336308412e-06
208304864,0.8921702294980934,0.6346440757752404,0.4269323647022247,-0.3605012595653534,-0.4070696234703064,19,0.8921702752002868,0.6346440461117584,0.42693236470222473,-0.3605012893676758,-0.40706950426101685,19,4.570219336308412e-08,4.570219336308412e-06,4.570219336308412e-06
208338198,0.9064055293237616,0.6347396765575761,0.42705899477005,-0.359926700592041,-0.4069130420684814,20,0.9064055730391336,0.6347397736429954,0.4270589351654053,-0.3599265217781067,-0.4069133400917053,20,4.371537198899489e-08,4.371537198899489e-06,4.371537198899489e-06
208371532,0.920638973458156,0.6346321328575795,0.4270033240318298,-0.3599546551704407,-0.4063909649848938,21,0.9206390181669387,0.6346321603281254,0.4270033538341522,-0.35995471477508545,-0.4063911736011505,21,4.4708782676039505e-08,4.4708782676039505e-06,4.4708782676039505e-06
208404866,0.9348740706280322,0.6347148512137621,0.4270529150962829,-0.3595839738845825,-0.4063978195190429,22,0.9348741143434041,0.6347148723608163,0.42705288529396057,-0.3595838248729706,-0.4063977599143982,22,4.3715371877972586e-08,4.371537187797259e-06,4.371537187797259e-06
208438200,0.9491096843714965,0.6346700339207574,0.4270684123039245,-0.3595941066741943,-0.406178742647171,23,0.9491097251066359,0.6346700410072761,0.4270683228969574,-0.35959428548812866,-0.4061789810657501,23,4.073513948377183e-08,4.073513948377183e-06,4.073513948377183e-06
208471534,0.963347171687628,0.634774379327288,0.4271246194839477,-0.3591819703578949,-0.4062495529651642,24,0.9633472114293568,0.6347743130379095,0.42712458968162537,-0.35918229818344116,-0.4062495827674866,24,3.9741728796727216e-08,3.974172879672722e-06,3.974172879672722e-06
208504868,0.977583494726365,0.6347257390148142,0.4270896911621094,-0.3591113984584808,-0.4059196710586548,25,0.9775835344680938,0.6347256815333513,0.4270896911621094,-0.35911160707473755,-0.40591961145401,25,3.9741728796727216e-08,3.974172879672722e-06,3.974172879672722e-06
208538202,0.9918184875881128,0.6348042104211629,0.4270497858524322,-0.3589192628860473,-0.4061057865619659,26,0.9918185283232522,0.6348042756963486,0.42704981565475464,-0.3589192032814026,-0.40610605478286743,26,4.073513948377183e-08,4.073513948377183e-06,4.073513948377183e-06
208571536,0.0060547718838306,0.634685300206612,0.4270885288715362,-0.3592894971370697,-0.4059131145477295,27,0.006054812618970118,0.6346853518697246,0.42708852887153625,-0.359289288520813,-0.4059131443500519,27,4.073513948377183e-08,4.073513948377183e-06,4.073513948377183e-06
208604870,0.0202898760075819,0.6348327409144412,0.4270531237125397,-0.3587678968906402,-0.4060811996459961,28,0.020289915749310695,0.6348326710475596,0.4270530939102173,-0.35876813530921936,-0.40608111023902893,28,3.9741728796727216e-08,3.974172879672722e-06,3.974172879672722e-06
